Student_ID,Semester,GPA,Attendance_per_Subject,Quiz_Score,Assignment_Completion,LMS_Activity,Weekly_Study_Hour,Social_Interaction_Score,Achievement_Points,Internship_Points,Financial_Support_Score,Scholarship_Status,Risk_Label
STU_25217,6,3.69,88.25,38,94.73,26,4.9,69,0,20,40,1,0
STU_25218,6,3.64,89.13,97,77.38,83,15.7,80,0,40,36,0,1
STU_25219,4,3.73,80.02,88,98.86,57,16.9,66,15,20,84,0,0
STU_25220,3,3.66,69.81,43,99.25,27,3.8,76,15,0,41,1,1
STU_25221,3,3.21,63.05,56,88.78,50,15.2,75,15,0,100,0,1
STU_25222,3,3.27,84.43,88,72.8,41,7.2,48,15,30,61,0,0
STU_25223,8,3.62,83.19,43,92.47,88,2.0,21,15,0,78,0,0
STU_25224,6,3.87,82.58,96,87.18,17,8.9,24,0,0,84,0,0
STU_25225,8,2.51,71.35,90,94.31,40,9.4,50,15,30,75,0,0
STU_25226,6,2.87,82.34,48,94.15,58,2.4,80,0,0,86,0,0
STU_25227,1,2.56,94.6,62,79.25,38,9.4,20,0,0,80,0,0
STU_25228,4,3.32,96.83,45,73.59,99,16.7,70,0,20,45,0,0
STU_25229,2,3.52,96.99,45,95.91,85,17.0,84,0,0,51,0,0
STU_25230,1,2.63,79.56,48,93.17,30,11.5,25,30,0,98,0,0
STU_25231,5,3.25,96.61,74,95.32,68,12.3,20,0,40,51,0,0
STU_25232,8,2.59,80.93,72,86.02,80,9.8,0,30,20,89,0,0
STU_25233,6,3.25,94.97,98,92.0,87,6.6,43,0,20,99,1,0
STU_25234,1,3.53,93.89,85,94.45,61,15.4,86,0,0,72,0,0
STU_25235,4,3.56,94.01,46,80.57,81,12.2,59,0,0,96,1,0
STU_25236,5,2.87,70.01,63,88.35,71,12.1,65,0,0,54,0,0
STU_25237,7,2.58,57.17,92,92.75,82,14.8,78,0,20,38,0,1
STU_25238,8,3.21,86.03,76,92.03,46,9.7,37,0,0,59,0,0
STU_25239,1,3.46,55.5,41,73.09,47,11.1,84,30,0,59,0,1
STU_25240,4,3.87,70.56,99,89.0,79,11.5,57,30,0,31,0,1
STU_25241,4,2.51,79.28,68,88.58,62,13.1,75,30,0,73,0,0
STU_25242,6,3.34,60.17,43,98.52,30,14.9,20,0,0,68,0,1
STU_25243,2,3.61,92.28,63,82.33,52,8.0,13,15,0,30,0,1
STU_25244,1,2.77,86.94,34,83.86,94,8.3,63,15,0,85,1,0
STU_25245,4,3.33,97.18,45,91.24,11,13.1,100,0,0,37,0,1
STU_25246,8,3.68,83.65,34,89.66,71,8.2,23,15,20,80,0,0
STU_25247,3,3.45,84.51,74,99.13,36,6.5,69,0,0,81,1,0
STU_25248,4,3.47,80.5,93,85.46,36,14.0,33,0,20,34,1,0
STU_25249,2,3.63,75.88,33,98.08,63,1.4,71,15,30,88,0,0
STU_25250,4,2.97,83.21,95,87.47,92,8.1,47,0,0,43,0,0
STU_25251,6,2.81,89.06,93,68.68,51,4.5,63,50,0,52,1,0
STU_25252,7,2.94,91.74,95,88.43,72,13.9,61,0,30,46,1,0
STU_25253,1,2.77,61.79,34,62.75,57,3.8,15,0,0,91,0,1
STU_25254,6,2.75,82.52,56,88.11,92,3.8,85,15,40,92,0,0
STU_25255,1,2.69,93.01,37,87.84,49,4.4,9,15,0,57,0,0
STU_25256,5,3.79,57.74,36,83.34,74,2.8,53,0,0,93,0,1
STU_25257,1,3.2,73.88,85,92.48,25,11.8,25,0,0,95,1,0
STU_25258,5,3.19,61.59,49,87.32,79,6.5,67,0,0,98,0,1
STU_25259,6,3.82,59.09,85,92.22,11,17.1,25,0,0,66,1,0
STU_25260,3,03.04,80.04,74,87.54,23,12.3,20,0,0,82,0,0
STU_25261,8,3.57,72.91,89,83.12,69,15.1,72,0,0,46,0,0
STU_25262,2,3.23,73.32,72,96.21,74,8.6,49,0,0,78,0,0
STU_25263,3,3.47,95.98,77,89.95,41,1.7,46,0,0,56,1,0
STU_25264,8,3.45,76.72,67,81.58,97,13.4,13,0,40,98,1,0
STU_25265,5,3.46,76.46,76,97.47,61,9.3,1,15,0,70,0,0
STU_25266,4,3.4,85.91,42,71.93,51,12.7,45,15,30,74,0,0
STU_25267,4,3.74,63.66,88,84.43,66,1.1,49,30,0,94,0,0
STU_25268,3,3.46,68.72,69,74.13,80,3.3,13,0,0,49,0,0
STU_25269,4,3.35,87.41,53,96.35,37,19.4,21,30,0,75,0,0
STU_25270,5,3.42,75.54,34,98.0,30,14.6,36,0,40,98,0,0
STU_25271,6,3.52,79.11,35,92.67,99,3.1,88,15,0,67,1,0
STU_25272,2,2.89,68.91,86,90.92,59,13.3,37,0,20,56,0,0
STU_25273,7,3.84,95.36,92,87.12,62,8.3,41,0,0,35,0,1
STU_25274,1,3.53,71.33,40,97.84,17,19.6,93,0,30,64,0,0
STU_25275,5,3.7,89.4,35,67.33,25,11.8,46,0,30,100,0,0
STU_25276,8,3.95,83.16,47,99.75,25,15.1,52,0,0,75,0,0
STU_25277,7,3.38,86.75,30,87.26,45,16.7,36,0,0,95,1,0
STU_25278,5,03.04,92.55,47,88.97,81,5.3,8,50,20,74,0,0
STU_25279,1,2.73,66.34,75,96.53,59,19.5,78,30,0,50,0,0
STU_25280,1,3.59,93.49,38,86.0,95,2.0,47,0,40,80,0,0
STU_25281,2,2.86,83.35,76,90.24,22,12.1,5,0,20,35,0,1
STU_25282,2,3.85,64.65,76,90.13,95,17.8,55,30,0,38,1,0
STU_25283,2,3.83,64.25,79,88.47,75,2.8,6,30,0,77,0,0
STU_25284,4,3.3,55.12,94,92.0,19,6.3,14,0,0,40,0,0
STU_25285,8,3.28,82.19,74,85.29,40,14.6,55,15,0,61,1,0
STU_25286,8,2.7,96.0,35,81.6,16,16.8,23,0,0,55,0,0
STU_25287,5,3.33,83.49,72,75.27,10,2.9,3,0,0,54,0,0
STU_25288,6,3.31,96.74,90,79.89,15,18.0,97,30,20,79,1,0
STU_25289,1,2.95,78.69,78,88.46,59,17.1,35,0,0,30,1,0
STU_25290,5,3.76,76.01,97,83.55,55,4.7,22,15,0,96,1,0
STU_25291,7,3.34,92.58,31,71.28,30,7.3,99,15,40,73,0,0
STU_25292,5,3.54,76.66,46,60.74,51,6.7,73,0,20,56,0,0
STU_25293,8,3.18,81.54,37,77.32,50,1.2,3,15,0,86,0,0
STU_25294,2,3.56,59.61,88,72.9,53,11.2,7,15,0,53,1,0
STU_25295,2,2.59,87.61,79,92.14,83,8.5,97,15,20,42,1,0
STU_25296,5,3.52,79.85,86,87.34,87,16.8,88,30,40,73,1,0
STU_25297,8,03.09,98.9,57,99.57,32,7.3,11,50,0,62,0,0
STU_25298,8,2.6,80.42,83,78.81,11,13.3,2,30,0,68,0,0
STU_25299,8,2.68,75.89,66,72.42,90,4.4,38,0,0,77,1,0
STU_25300,2,3.87,83.78,41,97.42,84,14.2,59,30,0,56,0,0
STU_25301,8,2.8,71.89,86,87.69,21,16.0,30,0,0,78,0,0
STU_25302,4,3.79,81.56,51,91.8,40,8.8,90,0,0,45,0,0
STU_25303,1,3.23,66.15,71,97.36,74,16.7,1,0,20,92,0,0
STU_25304,7,03.06,69.76,66,69.61,60,16.2,96,0,20,66,0,0
STU_25305,8,2.37,76.87,100,85.38,86,11.2,50,15,30,79,0,1
STU_25306,5,3.45,96.99,55,92.09,12,2.3,39,0,0,32,0,1
STU_25307,1,2.63,78.86,33,90.48,38,1.6,89,15,20,48,0,0
STU_25308,4,3.47,65.55,92,55.66,32,14.2,52,15,30,73,0,0
STU_25309,7,2.21,66.64,70,70.14,96,10.3,31,0,0,91,1,1
STU_25310,2,3.38,85.71,95,87.47,26,19.0,9,0,0,57,0,0
STU_25311,3,2.53,86.33,36,76.32,17,7.7,16,0,0,51,0,0
STU_25312,4,3.86,89.89,83,93.77,62,10.6,56,0,0,91,0,0
STU_25313,3,3.35,90.6,64,94.42,70,8.6,25,15,0,90,1,0
STU_25314,1,2.91,76.48,39,83.42,39,19.0,31,15,0,54,1,0
STU_25315,5,3.11,85.34,61,93.18,27,12.6,84,0,40,55,1,0
STU_25316,7,03.05,74.04,100,87.33,90,9.9,0,15,0,48,0,0
STU_25317,2,3.89,93.95,90,93.36,91,13.0,47,15,0,37,0,1
STU_25318,7,3.47,96.48,36,96.25,36,6.6,51,0,20,91,1,0
STU_25319,4,2.94,65.28,74,91.64,13,1.6,74,0,30,65,0,0
STU_25320,2,3.0,91.78,52,94.56,56,13.2,24,15,0,93,0,0
STU_25321,3,3.39,89.95,64,77.42,83,5.2,55,50,0,32,1,0
STU_25322,3,03.07,88.04,48,75.79,18,15.4,25,0,40,60,1,0
STU_25323,6,2.98,94.25,35,95.1,83,1.7,54,0,0,74,0,0
STU_25324,7,3.52,81.52,56,86.07,28,3.7,18,0,20,44,1,0
STU_25325,8,3.84,90.64,70,72.35,10,17.0,61,15,0,42,1,0
STU_25326,5,3.92,86.48,59,89.58,36,15.5,76,30,0,71,1,0
STU_25327,8,3.89,61.93,54,98.24,20,6.2,69,30,0,79,0,1
STU_25328,3,3.18,82.81,46,68.87,27,12.9,27,15,0,35,0,1
STU_25329,5,3.65,73.11,82,81.63,68,6.4,71,0,0,83,0,0
STU_25330,6,3.36,84.49,89,85.53,17,6.7,23,15,0,56,0,0
STU_25331,4,3.48,59.22,33,72.65,56,2.7,56,15,0,45,0,1
STU_25332,6,3.37,89.4,96,94.29,69,6.4,87,0,0,87,1,0
STU_25333,5,3.4,76.2,83,67.69,30,7.6,74,0,20,65,0,0
STU_25334,3,2.89,86.03,52,84.02,42,15.9,79,0,40,33,0,1
STU_25335,1,3.35,91.89,43,96.71,55,14.4,27,50,0,77,0,0
STU_25336,5,2.71,83.73,52,93.38,59,4.9,76,0,0,55,1,0
STU_25337,2,2.85,45.52,71,92.33,52,3.9,12,30,0,49,0,0
STU_25338,8,3.23,56.84,58,96.71,94,16.1,27,50,40,90,0,0
STU_25339,1,3.45,87.36,68,88.25,33,13.8,96,0,20,87,1,0
STU_25340,7,2.99,79.67,91,70.62,11,5.1,93,0,0,64,0,0
STU_25341,5,3.64,75.63,43,94.23,30,18.0,45,15,30,86,0,0
STU_25342,2,3.53,84.96,75,98.44,92,7.8,46,0,0,45,0,0
STU_25343,8,3.25,61.95,51,92.48,58,1.2,14,0,20,59,0,1
STU_25344,7,3.51,81.73,83,80.1,36,16.9,9,50,0,63,0,0
STU_25345,6,3.48,59.69,85,95.74,50,9.5,6,0,0,97,0,0
STU_25346,1,2.92,62.72,67,64.88,27,18.0,55,15,0,35,1,0
STU_25347,5,3.33,70.06,77,75.64,26,9.8,13,0,0,53,0,0
STU_25348,4,3.25,90.55,64,87.4,60,8.4,9,50,0,81,0,0
STU_25349,6,3.51,90.2,34,92.7,10,9.5,53,0,0,32,0,1
STU_25350,2,3.7,96.79,86,94.54,60,11.6,13,0,0,47,0,0
STU_25351,4,03.06,94.84,85,70.22,21,16.8,56,50,20,84,0,0
STU_25352,3,03.01,74.69,68,76.53,67,7.8,100,0,30,96,0,0
STU_25353,6,3.29,86.77,95,95.96,54,18.4,65,0,30,52,0,0
STU_25354,8,3.41,73.76,51,91.82,56,2.6,70,0,20,93,1,0
STU_25355,6,3.69,74.59,57,89.92,73,8.8,60,0,20,75,0,0
STU_25356,8,3.33,97.75,68,90.3,27,11.3,92,0,0,42,1,0
STU_25357,5,03.09,82.55,71,93.49,91,8.2,52,15,20,68,0,0
STU_25358,5,3.83,94.44,64,88.95,14,11.7,60,0,0,62,0,0
STU_25359,2,3.48,92.69,46,95.21,92,7.3,25,0,20,60,0,0
STU_25360,6,3.17,75.05,75,97.28,83,5.9,37,0,20,35,1,0
STU_25361,5,3.83,52.84,89,89.32,35,15.8,1,0,0,89,0,0
STU_25362,3,2.96,68.39,32,80.21,35,13.9,64,15,0,71,0,1
STU_25363,8,2.52,76.58,57,92.62,38,18.7,57,0,0,51,0,0
STU_25364,7,3.75,73.77,53,88.09,16,9.1,9,0,30,39,0,1
STU_25365,7,2.71,90.91,68,91.49,96,10.1,76,50,20,63,1,0
STU_25366,7,2.32,84.21,66,98.11,10,18.4,64,0,0,49,0,1
STU_25367,5,3.65,83.47,88,94.39,57,5.0,6,0,30,72,0,0
STU_25368,6,3.47,75.68,72,88.25,41,12.1,43,15,20,69,1,0
STU_25369,7,3.34,90.61,45,93.64,47,12.0,2,0,0,96,0,0
STU_25370,1,3.48,70.33,35,85.84,77,2.1,32,0,30,43,0,0
STU_25371,4,3.8,95.23,45,91.76,10,19.6,59,30,0,79,0,0
STU_25372,6,3.28,76.4,40,77.26,71,6.7,96,0,0,36,0,1
STU_25373,8,2.74,70.27,74,97.39,76,13.6,40,50,0,61,0,0
STU_25374,3,3.74,97.77,48,93.83,16,11.5,89,50,0,66,0,0
STU_25375,6,3.45,56.79,85,97.56,46,15.1,1,50,0,50,0,0
STU_25376,3,3.19,46.85,75,86.85,88,5.2,11,0,20,78,0,0
STU_25377,6,3.44,92.1,70,94.2,55,17.3,36,0,0,94,0,0
STU_25378,7,2.99,72.21,60,77.95,90,17.3,63,0,0,86,0,0
STU_25379,4,2.71,78.75,43,78.88,51,3.1,74,0,0,87,1,0
STU_25380,4,3.59,77.49,62,85.4,29,12.9,49,0,0,56,1,0
STU_25381,3,3.54,81.84,39,80.07,97,16.4,30,15,20,32,1,0
STU_25382,6,3.84,81.56,99,82.7,63,8.6,85,15,20,79,0,0
STU_25383,4,2.73,70.4,92,92.79,11,20.0,66,0,0,61,0,0
STU_25384,2,2.85,87.12,93,93.63,29,2.5,84,0,0,74,0,0
STU_25385,6,3.28,97.11,97,96.27,21,4.0,61,30,0,90,0,0
STU_25386,4,3.44,78.65,72,84.7,39,19.0,92,30,0,61,0,0
STU_25387,1,3.43,80.23,59,98.43,53,2.8,70,15,0,91,0,0
STU_25388,1,3.75,89.05,85,91.7,33,1.4,67,0,0,59,1,0
STU_25389,2,2.95,74.39,96,87.22,73,14.9,44,30,0,96,1,0
STU_25390,4,3.14,80.01,39,97.85,68,15.0,50,15,0,82,0,0
STU_25391,1,03.03,87.66,57,94.2,26,9.4,88,0,30,35,0,1
STU_25392,7,3.89,76.61,58,69.57,32,19.9,59,0,20,95,0,0
STU_25393,6,3.55,87.06,65,83.28,65,13.5,32,15,0,80,0,0
STU_25394,5,2.93,70.15,94,88.78,66,12.6,87,0,0,72,0,0
STU_25395,4,3.47,63.52,42,88.97,60,4.2,51,0,20,78,1,1
STU_25396,8,3.47,60.17,49,94.31,14,7.9,23,0,0,35,0,1
STU_25397,2,3.72,85.64,30,94.6,38,12.5,91,30,40,91,0,0
STU_25398,4,2.96,78.4,67,82.57,34,4.0,84,15,20,86,0,0
STU_25399,3,3.42,69.87,97,80.19,47,9.2,83,30,40,52,0,0
STU_25400,3,3.29,81.4,34,95.43,100,17.4,98,0,0,96,1,0
STU_25401,1,3.33,92.3,41,95.61,18,9.4,94,0,30,83,0,0
STU_25402,8,03.05,74.14,93,98.34,38,6.0,76,0,30,33,0,1
STU_25403,3,3.54,88.94,70,76.61,84,17.1,86,15,0,32,1,0
STU_25404,2,3.77,63.82,96,96.64,69,18.9,50,0,0,45,0,0
STU_25405,8,3.62,75.22,91,98.26,26,12.8,66,0,0,55,0,0
STU_25406,1,3.64,71.6,49,95.27,11,1.2,30,0,0,85,0,0
STU_25407,2,3.4,86.8,55,94.27,40,1.9,15,30,40,93,0,0
STU_25408,6,3.58,92.32,39,78.61,36,16.2,49,0,20,50,0,0
STU_25409,2,3.28,91.06,71,96.78,100,19.8,81,0,0,50,1,0
STU_25410,3,3.64,67.99,45,97.86,87,9.5,46,30,30,85,0,1
STU_25411,6,3.52,96.53,67,94.48,77,1.3,51,50,0,53,0,0
STU_25412,3,3.65,91.36,56,81.09,63,2.6,93,0,20,59,1,0
STU_25413,2,3.19,91.15,93,71.96,94,10.6,16,15,0,93,1,0
STU_25414,3,3.69,80.87,83,69.08,40,8.3,15,0,30,59,0,0
STU_25415,8,3.81,96.26,34,70.41,54,16.4,88,15,0,76,0,0
STU_25416,3,3.83,65.84,41,80.46,31,18.7,36,15,0,75,0,1
STU_25417,3,3.63,82.42,81,72.88,63,5.8,48,15,0,45,0,0
STU_25418,4,3.69,61.82,39,86.83,43,19.7,28,0,0,90,0,1
STU_25419,6,3.26,88.17,42,79.05,63,11.6,42,15,30,89,1,0
STU_25420,8,3.8,47.22,94,93.98,55,7.5,27,15,0,36,0,1
STU_25421,6,03.02,68.33,77,86.28,28,6.8,26,15,20,44,1,0
STU_25422,7,3.43,95.57,74,73.52,92,5.4,5,0,30,60,0,0
STU_25423,6,2.69,98.47,81,82.67,55,7.4,33,0,0,63,1,0
STU_25424,7,2.84,71.84,35,94.43,81,18.2,47,30,40,89,0,0
STU_25425,2,3.7,91.57,68,69.35,82,8.7,76,0,0,30,1,0
STU_25426,7,3.49,81.23,50,67.45,67,10.3,61,50,0,69,1,0
STU_25427,7,03.04,74.19,35,95.12,66,8.7,77,0,20,40,1,0
STU_25428,5,3.55,94.15,61,81.36,99,14.2,28,0,0,82,0,0
STU_25429,2,03.03,80.44,83,92.11,81,15.3,85,0,20,40,0,0
STU_25430,6,3.19,82.14,33,78.4,83,3.0,37,50,40,54,0,0
STU_25431,1,3.18,67.77,33,88.8,15,10.1,42,15,0,86,1,1
STU_25432,3,3.15,76.22,97,66.72,99,4.5,94,15,20,38,1,0
STU_25433,3,03.02,76.48,94,90.09,92,9.6,51,0,0,47,1,0
STU_25434,5,3.54,90.85,46,86.99,92,10.6,36,0,0,75,0,0
STU_25435,1,3.85,67.3,39,75.6,54,3.1,77,30,30,72,0,1
STU_25436,4,3.27,95.19,33,94.35,84,17.2,81,0,0,95,0,0
STU_25437,7,3.62,91.44,95,81.41,17,13.6,27,0,0,32,0,1
STU_25438,8,3.24,86.3,75,96.69,87,14.2,12,0,0,70,0,0
STU_25439,2,3.12,94.96,87,91.89,89,8.6,22,0,30,97,0,0
STU_25440,4,3.78,78.2,87,83.38,28,6.6,83,15,20,77,0,0
STU_25441,1,3.32,82.04,74,81.22,30,18.1,33,15,0,62,0,0
STU_25442,5,3.43,69.5,39,94.39,91,3.2,36,15,30,40,0,1
STU_25443,1,3.58,57.55,85,87.34,80,11.1,13,0,0,80,0,0
STU_25444,5,3.43,96.55,88,73.84,12,17.9,58,15,0,96,0,0
STU_25445,4,3.32,78.45,63,97.58,57,10.2,4,30,20,87,0,0
STU_25446,4,3.59,78.68,56,66.05,56,4.1,16,0,20,80,1,0
STU_25447,8,3.82,93.59,43,76.95,76,14.8,13,0,0,78,0,0
STU_25448,1,2.93,86.49,84,90.84,44,5.2,7,0,20,58,1,0
STU_25449,1,3.43,74.96,96,80.62,84,15.7,48,50,0,57,1,0
STU_25450,7,3.72,87.44,84,92.72,56,18.4,5,0,0,70,1,0
STU_25451,3,3.59,85.86,76,86.24,73,11.0,93,0,0,68,1,0
STU_25452,5,3.52,56.44,62,97.18,47,9.6,91,0,40,46,0,0
STU_25453,3,03.03,84.06,80,72.52,28,11.6,65,0,0,77,0,0
STU_25454,2,2.83,68.01,36,89.29,14,10.0,56,0,30,86,1,1
STU_25455,2,3.52,80.18,87,75.92,52,14.3,55,50,0,60,1,0
STU_25456,1,3.75,69.57,44,80.31,90,17.8,59,0,0,74,0,1
STU_25457,4,3.35,79.87,67,92.84,31,12.2,84,0,20,40,1,0
STU_25458,2,2.89,76.15,56,83.03,97,5.6,49,0,0,63,0,0
STU_25459,2,3.59,84.81,82,92.05,46,5.5,49,15,20,38,0,1
STU_25460,8,2.68,95.79,43,98.35,85,3.9,67,30,0,94,0,0
STU_25461,3,3.58,95.13,99,84.4,65,5.3,81,0,0,99,0,0
STU_25462,8,2.68,80.74,33,80.1,82,10.0,1,0,40,51,0,0
STU_25463,3,03.03,96.34,96,75.18,68,18.6,29,15,0,78,1,0
STU_25464,7,3.4,58.53,30,84.92,58,3.7,86,15,0,87,1,1
STU_25465,8,3.58,79.57,42,84.64,54,14.4,49,15,20,70,1,0
STU_25466,7,3.5,75.22,98,82.13,77,11.7,66,0,30,80,0,0
STU_25467,2,3.44,78.82,95,89.37,49,13.8,4,15,0,89,1,0
STU_25468,1,3.54,81.41,33,86.71,74,15.9,45,0,0,36,1,0
STU_25469,3,3.62,94.79,70,94.3,35,19.6,25,0,0,73,0,0
STU_25470,2,3.85,77.06,98,90.2,52,13.9,26,30,0,63,0,0
STU_25471,4,3.86,93.04,100,91.21,98,7.8,47,30,0,75,1,0
STU_25472,3,2.84,83.82,59,93.91,41,16.9,51,15,0,57,0,0
STU_25473,2,2.87,95.9,47,81.23,76,14.3,29,0,0,95,0,0
STU_25474,7,3.86,57.23,62,82.73,11,12.0,54,0,0,42,0,0
STU_25475,8,3.49,84.21,83,85.72,21,3.6,5,15,40,92,1,0
STU_25476,5,3.3,83.68,51,88.26,56,18.4,84,15,0,59,1,0
STU_25477,3,3.78,90.4,76,82.34,67,8.6,76,0,30,71,0,0
STU_25478,5,3.22,85.15,64,96.71,37,18.8,42,0,30,50,0,0
STU_25479,3,2.66,61.43,64,64.2,71,16.4,9,15,0,92,1,0
STU_25480,3,3.62,90.8,75,83.79,72,4.7,72,30,30,74,0,0
STU_25481,8,3.59,74.17,39,86.7,65,3.5,97,50,20,78,0,0
STU_25482,7,3.68,95.56,71,95.55,65,6.6,82,0,0,88,0,0
STU_25483,6,3.56,86.8,86,91.97,18,12.8,29,50,30,43,1,0
STU_25484,6,2.66,87.3,66,73.9,35,5.9,17,0,0,40,1,0
STU_25485,5,2.99,66.23,82,92.78,56,1.2,1,15,0,94,0,0
STU_25486,1,3.54,62.39,68,96.71,34,17.0,42,0,30,59,0,0
STU_25487,2,3.57,85.67,53,73.59,25,19.4,93,30,0,72,0,0
STU_25488,1,2.77,85.83,40,70.06,75,19.6,69,50,0,79,0,0
STU_25489,1,3.7,53.69,83,94.7,86,16.8,30,15,0,55,0,0
STU_25490,6,3.34,73.18,43,88.13,64,15.9,32,30,0,55,0,0
STU_25491,2,2.77,68.61,74,77.72,64,8.2,85,30,30,34,0,1
STU_25492,6,3.52,87.5,62,87.7,77,8.7,91,15,30,47,0,0
STU_25493,8,2.56,87.53,99,90.79,98,17.2,34,15,30,73,0,0
STU_25494,8,3.32,87.68,36,61.15,73,9.5,95,15,20,70,1,0
STU_25495,6,03.05,97.52,79,87.44,19,2.9,38,15,0,94,0,0
STU_25496,7,2.67,84.35,55,89.27,51,19.2,78,0,20,42,0,0
STU_25497,6,3.65,59.01,97,77.14,91,10.9,14,30,0,91,0,0
STU_25498,4,3.15,80.39,31,78.92,14,5.4,19,0,0,40,0,0
STU_25499,1,3.19,88.96,85,84.12,51,3.2,62,0,30,34,1,0
STU_25500,7,3.84,80.92,38,90.39,95,12.5,58,15,0,42,0,0
STU_25501,7,3.33,97.21,43,77.07,69,14.7,25,0,0,41,0,0
STU_25502,1,3.71,84.99,56,82.72,20,15.1,13,30,0,42,0,0
STU_25503,7,2.71,69.38,100,72.7,62,19.8,51,30,0,65,0,0
STU_25504,1,2.86,88.58,50,96.94,41,11.8,77,0,0,94,0,0
STU_25505,4,2.37,47.72,46,92.99,25,3.1,75,0,20,53,0,1
STU_25506,3,3.77,84.11,84,85.01,40,4.0,64,0,20,91,0,0
STU_25507,7,3.55,81.57,61,89.47,37,16.0,96,15,40,52,0,0
STU_25508,5,3.46,61.01,99,87.96,45,7.9,13,0,20,89,0,0
STU_25509,5,3.17,84.67,53,92.89,32,14.3,4,50,40,46,0,0
STU_25510,4,3.25,78.06,79,88.21,71,16.7,78,15,0,72,0,0
STU_25511,1,3.12,87.52,77,98.21,33,2.3,35,15,0,78,0,0
STU_25512,5,3.5,94.91,62,89.21,90,5.5,52,15,0,88,0,0
STU_25513,4,3.27,91.51,88,89.03,30,3.2,66,0,0,55,1,0
STU_25514,6,3.81,56.67,39,93.28,65,5.0,21,15,0,53,0,1
STU_25515,2,3.28,88.47,62,96.66,91,16.7,94,0,0,52,0,0
STU_25516,5,3.5,95.19,87,84.42,66,3.5,61,30,40,51,0,0
STU_25517,8,3.19,99.14,47,78.97,90,10.8,24,0,0,48,0,0
STU_25518,2,3.59,82.81,44,81.97,59,5.3,21,30,0,45,0,0
STU_25519,8,3.39,64.35,57,91.02,63,14.9,78,15,30,97,0,1
STU_25520,1,3.23,87.45,93,74.75,37,13.0,63,0,0,70,0,0
STU_25521,5,3.66,70.31,35,84.32,99,14.5,16,15,30,55,0,0
STU_25522,4,3.74,65.52,75,89.72,30,4.2,12,0,20,90,1,0
STU_25523,3,03.07,88.63,91,93.89,83,4.5,41,0,0,34,0,1
STU_25524,5,3.24,62.93,33,91.92,85,7.0,79,0,40,37,0,1
STU_25525,5,3.73,68.46,94,84.98,86,1.3,52,0,30,59,1,0
STU_25526,5,3.89,79.21,65,57.24,90,13.9,100,15,0,37,0,1
STU_25527,5,3.45,73.87,30,96.51,67,15.8,54,0,20,43,0,0
STU_25528,8,2.74,86.79,68,79.7,21,2.7,27,0,0,63,0,0
STU_25529,4,3.47,81.94,89,82.05,33,1.8,30,0,0,35,1,0
STU_25530,4,3.2,82.47,67,98.98,100,12.0,43,15,0,80,0,0
STU_25531,8,3.44,67.45,64,75.24,97,4.6,97,0,0,35,1,0
STU_25532,3,3.93,88.77,51,85.74,12,2.2,18,30,0,72,0,0
STU_25533,4,3.82,70.19,41,88.05,32,10.9,21,50,0,63,0,0
STU_25534,4,2.81,90.67,66,96.36,18,8.4,48,30,0,50,1,0
STU_25535,1,3.51,63.93,45,95.51,86,13.3,81,15,0,61,1,1
STU_25536,7,3.6,78.18,30,86.44,47,12.8,25,0,20,75,1,0
STU_25537,1,3.56,78.68,79,98.79,91,7.1,67,30,20,48,0,0
STU_25538,7,3.9,75.96,44,89.32,98,2.6,10,0,20,49,0,0
STU_25539,2,3.61,69.38,91,87.17,58,10.2,95,15,0,69,0,0
STU_25540,3,03.06,90.87,91,97.01,69,4.9,49,0,20,68,0,0
STU_25541,7,3.56,81.97,90,66.17,11,13.1,86,0,40,86,0,0
STU_25542,1,3.63,81.86,31,95.87,94,18.9,10,0,0,79,0,0
STU_25543,3,3.15,86.64,87,68.85,84,9.2,38,15,40,48,1,0
STU_25544,3,3.37,89.1,39,96.12,77,15.0,95,0,30,61,0,0
STU_25545,5,3.45,78.6,51,95.98,60,3.3,89,0,0,41,0,0
STU_25546,6,3.19,67.82,61,93.74,35,16.7,93,15,40,32,0,1
STU_25547,6,3.32,98.77,72,87.61,48,1.7,57,0,0,53,0,0
STU_25548,6,3.66,94.32,86,90.54,43,6.4,56,0,0,59,1,0
STU_25549,3,2.98,47.3,86,99.02,49,13.6,96,15,30,60,0,0
STU_25550,5,03.06,49.75,83,90.1,49,1.1,73,0,20,56,0,0
STU_25551,2,2.88,68.53,71,84.97,69,18.7,16,30,0,76,1,0
STU_25552,2,2.62,77.76,90,72.51,67,6.1,5,30,20,93,0,0
STU_25553,6,3.3,78.24,40,69.97,29,9.9,4,0,20,41,1,0
STU_25554,2,3.5,63.15,41,83.82,74,15.7,13,0,0,64,1,1
STU_25555,5,3.1,79.64,91,88.48,76,5.8,64,15,0,30,0,1
STU_25556,6,3.22,64.87,58,89.3,79,16.9,62,0,0,34,1,1
STU_25557,7,3.76,83.73,38,97.22,26,3.3,25,30,30,76,0,0
STU_25558,7,3.49,76.79,71,74.45,23,13.0,12,0,30,74,1,0
STU_25559,5,2.83,93.35,99,85.46,56,8.1,33,15,40,39,0,1
STU_25560,8,3.69,53.89,34,88.87,67,3.9,27,30,0,87,0,1
STU_25561,2,2.69,74.88,66,84.36,100,7.8,43,15,0,63,1,0
STU_25562,6,3.74,91.07,39,65.98,86,3.4,44,0,30,63,0,0
STU_25563,7,3.85,87.13,35,90.59,31,2.1,61,15,0,32,1,0
